,class,tweet,label
8024,1,"Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. &#128527;",offensive_language
15375,1,RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O,offensive_language
21127,1,Steve Calvin Annis cunt http://t.co/8S0cIl5z,offensive_language
16941,1,RT @PurpleCaine: Somebody get my nigga. @Rvm3o some pussy cuz this nigga dont get no ass so imma need one of my hoes to slide in my nigga &#8230;,offensive_language
14863,1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",offensive_language
23616,1,"bitch whats the plan, yo box irrelevant",offensive_language
16594,1,RT @Nekkohbk: Bitch u boutta drown tryna be a hoe &#8220;@swirlg0ddess: &#8220;@DJZeeti: twitpic a NO bra selfie showing nipples&#8221; http://t.co/t6WbOVivo&#8230;,offensive_language
4200,1,"@MyKat_Meows some blockhead hoe, she ain't nothing,boo",offensive_language
8408,2,"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!",neither
15219,1,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed,offensive_language
13851,2,"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",neither
5756,0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",hate_speech
7449,1,A nicca still tired from last night ... Wtf!!,offensive_language
5556,1,@b_scheich &#128072;&#128166; salute a bad bitch,offensive_language
4443,2,"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",neither
23980,1,i think if my girlfriend were to get locked up shed be the first one raped. #pussy,offensive_language
22416,1,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds,offensive_language
50,1,""" we dont trust these niggas all these bitches """,offensive_language
4404,1,@Piercethetit @Xenoss_ I don't love these hoes,offensive_language
5852,1,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",offensive_language
2645,2,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,neither
4989,1,@ThugMon3yy @ChandailBailey @SteeZeyFLOW @HunturPls it does. you and all your hipster friends are ugly as fuck... and yo pussies all stank,offensive_language
20008,1,RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;,offensive_language
7744,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,hate_speech
7877,1,"Baby I can make that pussy rain, often",offensive_language
22885,1,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?",offensive_language
1391,1,&#8220;@M94Rx: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here,offensive_language
6839,2,@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!,neither
10583,1,I just wanna fuck bad bitches,offensive_language
3624,1,@JawShoeeAhhh you're a bitch lol,offensive_language
1426,1,&#8220;@MsFoxyBaby: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu,offensive_language
10438,1,I hate ghetto bitches with a passion..,offensive_language
6430,1,@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing,offensive_language
10224,1,I don't talk to niccas I talk to god we can relate,offensive_language
14787,0,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,hate_speech
22566,0,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO,hate_speech
655,1,# That son of a bitch moment when it rains and you forget your car windows are down,offensive_language
9110,2,Fitzpatrick is trash bruh,neither
14962,1,"RT @DerrickJaxn: I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas"".",offensive_language
20394,1,RT @yungbabydad: @RandallSomia because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you,offensive_language
16079,1,RT @L1LDebbie: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;,offensive_language
4072,1,@MergardOlivia &#128539;&#128539;&#128539; yaaaas bitch,offensive_language
12031,1,"Jenna came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol",offensive_language
17837,1,RT @TrulyCece_: Deletin emojis off a nigga/bitch contact name cos they don't mean shit to you anymore &#128514;,offensive_language
11733,1,Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,offensive_language
14424,2,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",neither
15434,1,"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;",offensive_language
20495,2,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,neither
16781,1,RT @OleNoHoes: Got a bad ass bitch just bouncing on my dick!,offensive_language
4723,2,@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies,neither
10950,1,I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.,offensive_language
24602,1,u-bitch-u,offensive_language
1859,1,&#8220;@najmaaa_ali: Lool I agree RT&#8220;@stopitfive_: the most fucked up show I ever watched was misfits&#8221;&#8221; wen Simone wifed that hoe was the saddest,offensive_language
22470,1,Water whippin bitch that bobby buschi,offensive_language
13477,1,Nower days the defenition of a bad bitch is how good her pussy is ?,offensive_language
11577,1,If u ain't fucking u ain't sucking wat u Doin hoe &#128572;,offensive_language
4842,1,@TasteMyGayness lol imma look at a bitch ass if I wanna!!!,offensive_language
7636,1,All these touch screen phones and hoe u still got flipped http://t.co/G3MUxm2ldx,offensive_language
963,1,&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,offensive_language
23570,1,bad bitches is the only thing i like,offensive_language
12915,1,Musta let dem retards out to food shop. One just step on my boots in da Foodtown. Y'all know not to step on a niggas shoes,offensive_language
7000,2,@sevensixxx_ @oldirtyjesus great reply except it was trash,neither
2662,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.,offensive_language
3919,1,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?,offensive_language
14274,1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt,offensive_language
22442,1,Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.,offensive_language
21384,1,That nigga Tannehill trash lmao Dolphins trash,offensive_language
3925,2,"@LinzBella 
You date colored men?",neither
6845,2,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",neither
10225,1,I don't trust no bitch ... I dog em out,offensive_language
7525,1,Ain't that a bitch.,offensive_language
1482,1,"&#8220;@ResiDinero: ""@jenny_dalli: @ResiDinero I threw them hoes away"" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;",offensive_language
3911,1,@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes,offensive_language
16365,1,RT @MarsaSteenhoek: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy http://t.co/4VHc5O7rZ5,offensive_language
10010,1,I am not your side bitch no more.,offensive_language
12026,1,Jealous bitches smh,offensive_language
19577,1,RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,offensive_language
23660,1,"brb, skipping out of a b-ball game with Obama to whoop @ThatAngryNigga's hoe ass.",offensive_language
6695,1,@mmyar It's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.,offensive_language
11858,1,It ain't nothin to cut that bitch off,offensive_language
16007,1,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,offensive_language
10318,1,"I got .05"" of rain yesterday including the bird shit in my gauge.",offensive_language
4275,2,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation,neither
22162,1,Time for bed &#127769;&#9729;&#65039;&#127776;&#9996;&#65039;peace bitches!,offensive_language
16232,1,RT @Lizeth0714: NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday,offensive_language
884,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71",offensive_language
6199,1,"@jacquibreed ok, I'll sink to your level... you're a special kind of bitch aren't you? @conserv_tribune",offensive_language
17806,1,RT @Trap_Jesus: RT @StrangePintura: &#128557; RT @TheRealTenski: She went all the way to Home Depot just to take a sink pic I hate you hoes http://&#8230;,offensive_language
241,2,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",neither
8236,1,"But bitch you gon shave or wax that pussy before I bless it, Foh.",offensive_language
19839,1,RT @prime13_time: Words from jac.. You can't save every hoe.. You got to let them hurt.,offensive_language
17110,1,RT @Ronesha__: When I feel like he entertaining these hoes I just fall back even harder than before &#128175;,offensive_language
1932,1,&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.,offensive_language
20227,1,"RT @twincitytyson: bitches hanging in the salty spatoon, tweetin ""y can't I find a good guy :-(:-(:-(""",offensive_language
19945,1,RT @sarcassmlol: &#8220;jinkies i lost my glasses!&#8221; - velma in every fucking episode of scooby doo like damn bitch get contacts,offensive_language
5634,1,"@bosxe it worked, bitch!!!",offensive_language
20760,1,Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,offensive_language
16402,1,RT @MelloPsycho: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.,offensive_language
11202,1,I'm a wigger,offensive_language
14228,1,"RT @AyGeraldJay: The ape was like ""Oh you niggas gon learn today"" &#128557;&#128128; https://t.co/FYK1XeBgV7",offensive_language
21491,1,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome,offensive_language
19909,1,"RT @rockiefresh: If ya chick always getting into it wit other bitches u gotta tell her that shit ain&#8217;t fly, and it&#8217;s costly",offensive_language
1832,2,"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off",neither
14659,1,RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!,offensive_language
12819,1,"Met this bitch online. Call her my ""e-bae""",offensive_language
21943,1,This bitch is raising MY anxiety just by sitting next to her.,offensive_language
17575,1,"RT @ThaReal_Elijah: Used to be with 50 niggas, 20 of em got murked, 20 of em turned pussy, the other 10 put in work",offensive_language
7544,2,"Alfredo, Linguini, Pasta.... Just fancily prepared trash",neither
7845,1,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !",offensive_language
21753,1,These hoes be boof smh,offensive_language
23668,1,but shawty you not a bitch you the one I get money wid,offensive_language
3087,1,@EGP_Guamo @SonicBoomBrad I'm assuming it would look something like a bitch slap and a Dickpunch,offensive_language
7116,1,@tayscalf if you ain't with someone you can still sleep around be a hoe and not the cheatin,offensive_language
1555,1,"&#8220;@Thatindianbruh: Food &gt; Pussy 

but pussy = Food 

so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO",offensive_language
16098,1,"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",offensive_language
2055,1,' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu,offensive_language
17179,1,RT @SarcasmLeague: Somewhere in the world some bitch is ordering roses for herself so she doesn't look like the lonely bitch at the office,offensive_language
1134,1,"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",offensive_language
4831,1,@T_FLYE you got some more hoe,offensive_language
5345,1,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,offensive_language
20455,1,Real Niggas and Bad bitches have 2 things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.,offensive_language
